"","easting","northing","stream_order","elevation"
"1181",6168714.5,2105813.1405,4,348.345520019531
"1182",6169173.5,2105813.1405,1,419.779998779297
"1183",6169908.5,2105813.1405,2,468.619995117188
"1184",6170229.5,2105813.1405,1,473.850006103516
"1185",6171021.5,2105813.1405,3,469.700286865234
"1186",6172515.5,2105813.1405,1,358.579986572266
"1187",6172707.5,2105813.1405,3,308.549987792969
"1188",6172833.5,2105813.1405,1,326.540008544922
"1189",6172836.5,2105813.1405,1,326.540008544922
"1190",6173745.5,2105813.1405,1,407.679992675781
"1191",6174948.5,2105813.1405,3,264.609985351562
"1192",6175677.5,2105813.1405,6,231.410003662109
"1193",6175794.5,2105813.1405,4,231.179992675781
"1194",6157485.5,2105810.1405,3,175.270004272461
"1195",6157698.5,2105810.1405,1,179.949996948242
"1196",6158298.5,2105810.1405,6,135.869995117188
"1197",6160176.5,2105810.1405,1,195.690002441406
"1198",6160569.5,2105810.1405,1,208.610000610352
"1199",6160623.5,2105810.1405,2,204.270004272461
"1200",6160626.5,2105810.1405,2,204.270004272461
"1201",6163434.5,2105810.1405,1,489.299987792969
"1202",6163437.5,2105810.1405,1,488.109985351562
"1203",6163440.5,2105810.1405,1,486.519989013672
"1204",6163809.5,2105810.1405,2,427.109985351562
"1205",6165153.5,2105810.1405,2,470.720001220703
"1206",6165648.5,2105810.1405,1,465.540008544922
"1207",6166146.5,2105810.1405,1,399.290008544922
"1208",6168714.5,2105810.1405,4,348.275268554688
"1209",6169170.5,2105810.1405,1,419.010009765625
"1210",6169911.5,2105810.1405,2,467.679992675781
"1211",6170229.5,2105810.1405,1,473.190002441406
"1212",6171021.5,2105810.1405,3,469.308654785156
"1213",6172515.5,2105810.1405,1,358.579986572266
"1214",6172707.5,2105810.1405,3,308.269989013672
"1215",6172827.5,2105810.1405,1,325.109985351562
"1216",6172830.5,2105810.1405,1,325.619995117188
"1217",6173745.5,2105810.1405,1,407.040008544922
"1218",6174948.5,2105810.1405,3,266.540008544922
"1219",6175674.5,2105810.1405,6,231.410003662109
"1220",6175791.5,2105810.1405,4,231.580001831055
"1221",6176148.5,2105810.1405,4,231.399993896484
"1222",6157488.5,2105807.1405,3,174.759994506836
"1223",6157698.5,2105807.1405,1,179.949996948242
"1224",6158298.5,2105807.1405,6,135.869995117188
"1225",6160176.5,2105807.1405,1,195.690002441406
"1226",6160569.5,2105807.1405,1,208.610000610352
"1227",6160620.5,2105807.1405,2,204.759994506836
"1228",6163443.5,2105807.1405,1,486.519989013672
"1229",6163446.5,2105807.1405,1,486.019989013672
"1230",6163809.5,2105807.1405,2,427.109985351562
"1231",6165153.5,2105807.1405,2,470.720001220703
"1232",6165648.5,2105807.1405,1,465.540008544922
"1233",6166143.5,2105807.1405,3,399.290008544922
"1234",6168711.5,2105807.1405,4,349.035064697266
"1235",6169167.5,2105807.1405,1,418.489990234375
"1236",6169914.5,2105807.1405,2,467.179992675781
"1237",6169917.5,2105807.1405,2,466.920013427734
"1238",6170226.5,2105807.1405,1,473.619995117188
"1239",6171021.5,2105807.1405,3,469.308654785156
"1240",6172518.5,2105807.1405,1,358.399993896484
"1241",6172710.5,2105807.1405,3,307.549987792969
"1242",6172821.5,2105807.1405,1,324.019989013672
"1243",6172824.5,2105807.1405,1,324.589996337891
"1244",6173745.5,2105807.1405,1,407.040008544922
"1245",6174951.5,2105807.1405,3,264.609985351562
"1246",6175674.5,2105807.1405,6,231.410003662109
"1247",6175791.5,2105807.1405,4,231.580001831055
"1248",6176145.5,2105807.1405,4,231.360000610352
"1249",6176439.5,2105807.1405,2,228.949996948242
"1250",6157491.5,2105804.1405,3,175.369995117188
"1251",6157701.5,2105804.1405,1,178.860000610352
"1252",6158298.5,2105804.1405,6,135.830001831055
"1253",6160176.5,2105804.1405,1,195.690002441406
"1254",6160569.5,2105804.1405,1,208.610000610352
"1255",6160614.5,2105804.1405,2,204.570007324219
"1256",6160617.5,2105804.1405,2,204.089996337891
"1257",6163449.5,2105804.1405,1,485.010009765625
"1258",6163452.5,2105804.1405,1,485.010009765625
"1259",6163455.5,2105804.1405,1,485.149993896484
"1260",6163809.5,2105804.1405,2,424.679992675781
"1261",6165153.5,2105804.1405,2,471.290008544922
"1262",6165645.5,2105804.1405,1,465.049987792969
"1263",6166143.5,2105804.1405,3,399.290008544922
"1264",6168711.5,2105804.1405,4,348.987731933594
"1265",6169161.5,2105804.1405,1,417.589996337891
"1266",6169164.5,2105804.1405,1,418
"1267",6169920.5,2105804.1405,2,466.649993896484
"1268",6170226.5,2105804.1405,1,472.820007324219
"1269",6171018.5,2105804.1405,3,468.570343017578
"1270",6172521.5,2105804.1405,1,357.570007324219
"1271",6172713.5,2105804.1405,3,307.549987792969
"1272",6172818.5,2105804.1405,1,322.75
"1273",6173745.5,2105804.1405,1,407.040008544922
"1274",6174951.5,2105804.1405,3,265.739990234375
"1275",6175671.5,2105804.1405,6,231.350006103516
"1276",6175788.5,2105804.1405,4,232.020004272461
"1277",6176142.5,2105804.1405,4,231.279998779297
"1278",6176436.5,2105804.1405,2,228.949996948242
"1279",6157494.5,2105801.1405,3,177.160003662109
"1280",6157701.5,2105801.1405,1,176.960006713867
"1281",6158298.5,2105801.1405,6,135.850006103516
"1282",6160176.5,2105801.1405,1,195.479995727539
"1283",6160569.5,2105801.1405,1,208.610000610352
"1284",6160608.5,2105801.1405,2,204.669998168945
"1285",6160611.5,2105801.1405,2,204.669998168945
"1286",6163458.5,2105801.1405,1,483.380004882812
"1287",6163461.5,2105801.1405,1,483.369995117188
"1288",6163809.5,2105801.1405,2,424.679992675781
"1289",6165153.5,2105801.1405,2,470.730010986328
"1290",6165645.5,2105801.1405,1,464.709991455078
"1291",6166140.5,2105801.1405,3,399.290008544922
"1292",6168711.5,2105801.1405,4,354.029998779297
"1293",6169158.5,2105801.1405,1,417.589996337891
"1294",6169923.5,2105801.1405,2,466.649993896484
"1295",6170220.5,2105801.1405,1,472.739990234375
"1296",6170223.5,2105801.1405,1,472.589996337891
"1297",6171018.5,2105801.1405,3,458.290008544922
"1298",6172524.5,2105801.1405,1,357.570007324219
"1299",6172716.5,2105801.1405,3,307.970001220703
"1300",6172812.5,2105801.1405,1,319.470001220703
"1301",6172815.5,2105801.1405,1,321.260009765625
"1302",6173742.5,2105801.1405,1,406.709991455078
"1303",6174954.5,2105801.1405,3,265.160003662109
"1304",6175671.5,2105801.1405,6,231.259994506836
"1305",6175785.5,2105801.1405,4,232.050003051758
"1306",6176139.5,2105801.1405,4,231.279998779297
"1307",6176433.5,2105801.1405,2,229.240005493164
"1308",6157497.5,2105798.1405,3,178.770004272461
"1309",6157701.5,2105798.1405,1,176.889999389648
"1310",6158301.5,2105798.1405,6,135.050003051758
"1311",6160173.5,2105798.1405,1,195.330001831055
"1312",6160566.5,2105798.1405,1,208.699996948242
"1313",6160599.5,2105798.1405,2,206.690002441406
"1314",6160602.5,2105798.1405,2,204.919998168945
"1315",6160605.5,2105798.1405,2,204.919998168945
"1316",6163464.5,2105798.1405,1,482.049987792969
"1317",6163467.5,2105798.1405,1,482.049987792969
"1318",6163470.5,2105798.1405,1,482.049987792969
"1319",6163806.5,2105798.1405,2,425.420013427734
"1320",6165156.5,2105798.1405,2,470.820007324219
"1321",6165645.5,2105798.1405,1,464.359985351562
"1322",6166140.5,2105798.1405,3,399.429992675781
"1323",6168711.5,2105798.1405,4,349.510009765625
"1324",6169155.5,2105798.1405,1,417.589996337891
"1325",6169926.5,2105798.1405,2,466.619995117188
"1326",6169929.5,2105798.1405,2,466.619995117188
"1327",6170217.5,2105798.1405,1,472.769989013672
"1328",6171018.5,2105798.1405,3,457.410003662109
"1329",6172527.5,2105798.1405,1,344.489990234375
"1330",6172716.5,2105798.1405,1,307.420013427734
"1331",6172719.5,2105798.1405,3,307.589996337891
"1332",6172809.5,2105798.1405,1,317.660003662109
"1333",6173742.5,2105798.1405,1,406.709991455078
"1334",6174954.5,2105798.1405,3,265.589996337891
"1335",6175671.5,2105798.1405,6,231.139999389648
"1336",6175782.5,2105798.1405,4,232.320007324219
"1337",6176133.5,2105798.1405,4,231.619995117188
"1338",6176136.5,2105798.1405,4,231.259994506836
"1339",6176433.5,2105798.1405,2,229.059997558594
"1340",6157119.5,2105795.1405,1,242.610000610352
"1341",6157122.5,2105795.1405,1,246.080001831055
"1342",6157125.5,2105795.1405,1,246.080001831055
"1343",6157128.5,2105795.1405,1,247.330001831055
"1344",6157131.5,2105795.1405,1,244.320007324219
"1345",6157134.5,2105795.1405,1,244.110000610352
"1346",6157137.5,2105795.1405,1,244.110000610352
"1347",6157140.5,2105795.1405,1,243.009994506836
"1348",6157143.5,2105795.1405,1,241.910003662109
"1349",6157500.5,2105795.1405,3,180.410003662109
"1350",6157701.5,2105795.1405,1,176.029998779297
"1351",6158301.5,2105795.1405,6,135.020004272461
"1352",6160173.5,2105795.1405,1,194.479995727539
"1353",6160566.5,2105795.1405,1,208.929992675781
"1354",6160593.5,2105795.1405,2,207.490005493164
"1355",6160596.5,2105795.1405,2,206.850006103516
"1356",6163473.5,2105795.1405,1,484.260009765625
"1357",6163476.5,2105795.1405,1,482.709991455078
"1358",6163479.5,2105795.1405,1,482.709991455078
"1359",6163806.5,2105795.1405,2,423.339996337891
"1360",6165156.5,2105795.1405,2,470.079986572266
"1361",6165645.5,2105795.1405,1,464.059997558594
"1362",6166137.5,2105795.1405,3,399.320007324219
"1363",6168711.5,2105795.1405,4,345.600006103516
"1364",6169152.5,2105795.1405,1,417.239990234375
"1365",6169932.5,2105795.1405,2,466.850006103516
"1366",6170217.5,2105795.1405,1,472.519989013672
"1367",6171018.5,2105795.1405,3,457.410003662109
"1368",6172530.5,2105795.1405,1,342.130004882812
"1369",6172707.5,2105795.1405,1,306.760009765625
"1370",6172710.5,2105795.1405,1,306.5
"1371",6172713.5,2105795.1405,1,306.429992675781
"1372",6172722.5,2105795.1405,3,306.209991455078
"1373",6172806.5,2105795.1405,1,315.510009765625
"1374",6173742.5,2105795.1405,1,406.619995117188
"1375",6174957.5,2105795.1405,3,264.920013427734
"1376",6175668.5,2105795.1405,6,231.139999389648
"1377",6175779.5,2105795.1405,4,229.520004272461
"1378",6176130.5,2105795.1405,4,231.929992675781
"1379",6176430.5,2105795.1405,2,229.029998779297
"1380",6157113.5,2105792.1405,1,241.410003662109
"1381",6157116.5,2105792.1405,1,241.410003662109
"1382",6157146.5,2105792.1405,1,236.740005493164
"1383",6157149.5,2105792.1405,1,236.740005493164
"1384",6157152.5,2105792.1405,1,240.979995727539
"1385",6157155.5,2105792.1405,1,240.580001831055
"1386",6157233.5,2105792.1405,1,224.740005493164
"1387",6157236.5,2105792.1405,1,224.740005493164
"1388",6157239.5,2105792.1405,1,223.660003662109
"1389",6157242.5,2105792.1405,1,223.660003662109
"1390",6157245.5,2105792.1405,1,223.360000610352
"1391",6157503.5,2105792.1405,3,179.770004272461
"1392",6157701.5,2105792.1405,1,175.009994506836
"1393",6158301.5,2105792.1405,6,135.080001831055
"1394",6160173.5,2105792.1405,1,193.919998168945
"1395",6160566.5,2105792.1405,1,207.740005493164
"1396",6160587.5,2105792.1405,2,208.130004882812
"1397",6160590.5,2105792.1405,2,207.940002441406
"1398",6163482.5,2105792.1405,1,480.149993896484
"1399",6163485.5,2105792.1405,1,479.700012207031
"1400",6163806.5,2105792.1405,2,420.170013427734
"1401",6164109.5,2105792.1405,1,506.25
"1402",6165156.5,2105792.1405,2,469.329986572266
"1403",6165645.5,2105792.1405,1,463.829986572266
"1404",6166137.5,2105792.1405,3,399.320007324219
"1405",6168711.5,2105792.1405,4,343.559997558594
"1406",6169146.5,2105792.1405,1,416.179992675781
"1407",6169149.5,2105792.1405,1,416.649993896484
"1408",6169935.5,2105792.1405,2,468.730010986328
"1409",6170217.5,2105792.1405,1,471.829986572266
"1410",6171015.5,2105792.1405,3,457.410003662109
"1411",6172533.5,2105792.1405,1,340.690002441406
"1412",6172536.5,2105792.1405,1,340.5
"1413",6172539.5,2105792.1405,1,340.5
"1414",6172542.5,2105792.1405,1,340.350006103516
"1415",6172701.5,2105792.1405,1,306.890014648438
"1416",6172704.5,2105792.1405,1,306.850006103516
"1417",6172725.5,2105792.1405,3,305.760009765625
"1418",6172803.5,2105792.1405,1,313.899993896484
"1419",6173742.5,2105792.1405,1,406.619995117188
"1420",6174957.5,2105792.1405,3,263.140014648438
"1421",6175668.5,2105792.1405,6,231.110000610352
"1422",6175776.5,2105792.1405,4,230.110000610352
"1423",6176127.5,2105792.1405,4,231.380004882812
"1424",6176430.5,2105792.1405,2,228.990005493164
"1425",6157104.5,2105789.1405,1,245.649993896484
"1426",6157107.5,2105789.1405,1,245.300003051758
"1427",6157110.5,2105789.1405,1,241.410003662109
"1428",6157158.5,2105789.1405,1,233.619995117188
"1429",6157161.5,2105789.1405,1,233.619995117188
"1430",6157164.5,2105789.1405,1,233.509994506836
"1431",6157221.5,2105789.1405,1,228.070007324219
"1432",6157224.5,2105789.1405,1,227.679992675781
"1433",6157227.5,2105789.1405,1,231.110000610352
"1434",6157230.5,2105789.1405,1,225.619995117188
"1435",6157248.5,2105789.1405,1,222.929992675781
"1436",6157251.5,2105789.1405,1,222.679992675781
"1437",6157254.5,2105789.1405,1,222.009994506836
"1438",6157257.5,2105789.1405,1,221.330001831055
"1439",6157260.5,2105789.1405,1,220.419998168945
"1440",6157506.5,2105789.1405,3,178.179992675781
"1441",6157701.5,2105789.1405,1,174.259994506836
"1442",6158301.5,2105789.1405,6,134.910003662109
"1443",6160173.5,2105789.1405,1,193.990005493164
"1444",6160182.5,2105789.1405,3,195.889999389648
"1445",6160185.5,2105789.1405,3,195.889999389648
"1446",6160188.5,2105789.1405,3,197.029998779297
"1447",6160191.5,2105789.1405,3,198.330001831055
"1448",6160194.5,2105789.1405,3,198.960006713867
"1449",6160197.5,2105789.1405,3,199.970001220703
"1450",6160200.5,2105789.1405,3,201.029998779297
"1451",6160203.5,2105789.1405,3,201.910003662109
"1452",6160206.5,2105789.1405,3,203.110000610352
"1453",6160209.5,2105789.1405,3,203.759994506836
"1454",6160212.5,2105789.1405,3,204.720001220703
"1455",6160215.5,2105789.1405,3,205.669998168945
"1456",6160566.5,2105789.1405,1,207.350006103516
"1457",6160581.5,2105789.1405,2,208.360000610352
"1458",6160584.5,2105789.1405,2,208.130004882812
"1459",6163488.5,2105789.1405,1,479.459991455078
"1460",6163491.5,2105789.1405,1,479.829986572266
"1461",6163494.5,2105789.1405,1,479.720001220703
"1462",6163497.5,2105789.1405,1,479.399993896484
"1463",6163500.5,2105789.1405,1,479.450012207031
"1464",6163806.5,2105789.1405,2,419.839996337891
"1465",6164106.5,2105789.1405,1,504.890014648438
"1466",6165156.5,2105789.1405,2,469.260009765625
"1467",6165645.5,2105789.1405,1,463.829986572266
"1468",6166137.5,2105789.1405,3,399.369995117188
"1469",6168708.5,2105789.1405,4,343.559997558594
"1470",6169143.5,2105789.1405,1,415.070007324219
"1471",6169935.5,2105789.1405,2,466.660003662109
"1472",6170214.5,2105789.1405,1,471.700012207031
"1473",6171015.5,2105789.1405,3,457.769989013672
"1474",6172545.5,2105789.1405,1,339.429992675781
"1475",6172548.5,2105789.1405,1,339.489990234375
"1476",6172551.5,2105789.1405,1,339.459991455078
"1477",6172554.5,2105789.1405,1,339.850006103516
"1478",6172692.5,2105789.1405,1,307.989990234375
"1479",6172695.5,2105789.1405,1,307.989990234375
"1480",6172698.5,2105789.1405,1,307.140014648438
"1481",6172728.5,2105789.1405,3,305.760009765625
"1482",6172800.5,2105789.1405,1,313.089996337891
"1483",6173742.5,2105789.1405,1,406.619995117188
"1484",6174957.5,2105789.1405,3,263.140014648438
"1485",6175665.5,2105789.1405,6,231.279998779297
"1486",6175773.5,2105789.1405,4,228.710006713867
"1487",6176124.5,2105789.1405,4,231.380004882812
"1488",6176427.5,2105789.1405,2,228.990005493164
"1489",6157098.5,2105786.1405,1,245.869995117188
"1490",6157101.5,2105786.1405,1,245.869995117188
"1491",6157167.5,2105786.1405,1,233.020004272461
"1492",6157170.5,2105786.1405,1,233.020004272461
"1493",6157173.5,2105786.1405,1,231.25
"1494",6157218.5,2105786.1405,1,228.720001220703
"1495",6157263.5,2105786.1405,1,215.529998779297
"1496",6157266.5,2105786.1405,1,215.130004882812
"1497",6157269.5,2105786.1405,1,214.949996948242
"1498",6157509.5,2105786.1405,3,178.179992675781
"1499",6157701.5,2105786.1405,1,173.460006713867
"1500",6158301.5,2105786.1405,6,135
"1501",6160170.5,2105786.1405,1,192.289993286133
"1502",6160176.5,2105786.1405,3,194.970001220703
"1503",6160179.5,2105786.1405,3,195.740005493164
"1504",6160218.5,2105786.1405,3,205.210006713867
"1505",6160221.5,2105786.1405,3,205.210006713867
"1506",6160224.5,2105786.1405,3,204.520004272461
"1507",6160227.5,2105786.1405,3,204.550003051758
"1508",6160563.5,2105786.1405,1,206.929992675781
"1509",6160575.5,2105786.1405,2,207.149993896484
"1510",6160578.5,2105786.1405,2,207.509994506836
"1511",6163503.5,2105786.1405,1,477.869995117188
"1512",6163506.5,2105786.1405,1,477.709991455078
"1513",6163509.5,2105786.1405,1,477.709991455078
"1514",6163512.5,2105786.1405,1,477.100006103516
"1515",6163515.5,2105786.1405,1,477.100006103516
"1516",6163518.5,2105786.1405,1,477.100006103516
"1517",6163806.5,2105786.1405,2,419.839996337891
"1518",6164103.5,2105786.1405,1,504.970001220703
"1519",6165159.5,2105786.1405,2,469.260009765625
"1520",6165645.5,2105786.1405,1,463.399993896484
"1521",6166134.5,2105786.1405,3,399.290008544922
"1522",6168708.5,2105786.1405,4,339.109985351562
"1523",6169137.5,2105786.1405,1,414.609985351562
"1524",6169140.5,2105786.1405,1,415.070007324219
"1525",6169938.5,2105786.1405,2,466.089996337891
"1526",6170214.5,2105786.1405,1,471.160003662109
"1527",6171015.5,2105786.1405,3,457.559997558594
"1528",6172557.5,2105786.1405,1,338.459991455078
"1529",6172560.5,2105786.1405,1,339.070007324219
"1530",6172683.5,2105786.1405,1,311.380004882812
"1531",6172686.5,2105786.1405,1,309.130004882812
"1532",6172689.5,2105786.1405,1,308.320007324219
"1533",6172731.5,2105786.1405,3,305.890014648438
"1534",6172797.5,2105786.1405,1,311.850006103516
"1535",6173742.5,2105786.1405,1,407.079986572266
"1536",6174957.5,2105786.1405,3,263.290008544922
"1537",6175665.5,2105786.1405,6,231.190002441406
"1538",6175773.5,2105786.1405,4,229.570007324219
"1539",6176121.5,2105786.1405,4,231.429992675781
"1540",6176427.5,2105786.1405,2,228.919998168945
"1541",6157092.5,2105783.1405,1,248.559997558594
"1542",6157095.5,2105783.1405,1,248.559997558594
"1543",6157176.5,2105783.1405,1,230.979995727539
"1544",6157179.5,2105783.1405,1,230.850006103516
"1545",6157182.5,2105783.1405,1,230.389999389648
"1546",6157185.5,2105783.1405,1,229.899993896484
"1547",6157212.5,2105783.1405,1,228.199996948242
"1548",6157215.5,2105783.1405,1,228.479995727539
"1549",6157272.5,2105783.1405,1,214.399993896484
"1550",6157275.5,2105783.1405,1,214.399993896484
"1551",6157512.5,2105783.1405,3,176.987243652344
"1552",6157701.5,2105783.1405,1,172.869995117188
"1553",6158301.5,2105783.1405,6,134.960006713867
"1554",6160170.5,2105783.1405,1,192.929992675781
"1555",6160173.5,2105783.1405,3,193.380004882812
"1556",6160230.5,2105783.1405,3,203.080001831055
"1557",6160233.5,2105783.1405,3,202.009994506836
"1558",6160236.5,2105783.1405,3,201.740005493164
"1559",6160239.5,2105783.1405,3,200.589996337891
"1560",6160563.5,2105783.1405,1,206.279998779297
"1561",6160569.5,2105783.1405,2,206.339996337891
"1562",6160572.5,2105783.1405,2,206.509994506836
"1563",6163521.5,2105783.1405,1,476.940002441406
"1564",6163524.5,2105783.1405,1,475.279998779297
"1565",6163527.5,2105783.1405,1,473.559997558594
"1566",6163530.5,2105783.1405,1,471.829986572266
"1567",6163533.5,2105783.1405,1,471.019989013672
"1568",6163536.5,2105783.1405,1,470.970001220703
"1569",6163806.5,2105783.1405,2,419.839996337891
"1570",6164100.5,2105783.1405,1,502.200012207031
"1571",6165159.5,2105783.1405,2,469.440002441406
"1572",6165645.5,2105783.1405,1,462.429992675781
"1573",6166134.5,2105783.1405,3,399.290008544922
"1574",6168705.5,2105783.1405,4,341.149993896484
"1575",6169131.5,2105783.1405,1,413.140014648438
"1576",6169134.5,2105783.1405,1,413.790008544922
"1577",6169941.5,2105783.1405,2,466.089996337891
"1578",6170214.5,2105783.1405,1,470.559997558594
"1579",6171015.5,2105783.1405,3,457.559997558594
"1580",6172563.5,2105783.1405,1,337.299987792969
"1581",6172566.5,2105783.1405,1,338.109985351562
"1582",6172677.5,2105783.1405,1,313.779998779297
"1583",6172680.5,2105783.1405,1,313.799987792969
"1584",6172734.5,2105783.1405,3,306.059997558594
"1585",6172794.5,2105783.1405,1,309.850006103516
"1586",6173739.5,2105783.1405,1,406.290008544922
"1587",6174957.5,2105783.1405,3,264.660003662109
"1588",6175665.5,2105783.1405,6,231.139999389648
"1589",6175770.5,2105783.1405,4,228.479995727539
"1590",6176118.5,2105783.1405,4,231.460006713867
"1591",6176427.5,2105783.1405,2,228.919998168945
"1592",6157089.5,2105780.1405,1,250.070007324219
"1593",6157188.5,2105780.1405,1,229.899993896484
"1594",6157191.5,2105780.1405,1,229.919998168945
"1595",6157194.5,2105780.1405,1,232.399993896484
"1596",6157209.5,2105780.1405,1,228.279998779297
"1597",6157278.5,2105780.1405,1,214.020004272461
"1598",6157281.5,2105780.1405,1,215.139999389648
"1599",6157515.5,2105780.1405,3,173.160003662109
"1600",6157518.5,2105780.1405,3,172.320007324219
"1601",6157701.5,2105780.1405,1,171.940002441406
"1602",6158301.5,2105780.1405,6,134.960006713867
"1603",6160164.5,2105780.1405,3,190.559997558594
"1604",6160167.5,2105780.1405,3,191.369995117188
"1605",6160242.5,2105780.1405,3,197.929992675781
"1606",6160245.5,2105780.1405,3,197.929992675781
"1607",6160248.5,2105780.1405,3,197.919998168945
"1608",6160539.5,2105780.1405,3,204.220001220703
"1609",6160542.5,2105780.1405,3,203.929992675781
"1610",6160545.5,2105780.1405,3,203.350006103516
"1611",6160548.5,2105780.1405,3,203.809997558594
"1612",6160551.5,2105780.1405,3,203.869995117188
"1613",6160554.5,2105780.1405,3,204.240005493164
"1614",6160557.5,2105780.1405,3,204.669998168945
"1615",6160560.5,2105780.1405,3,205.259994506836
"1616",6160563.5,2105780.1405,2,205.369995117188
"1617",6160566.5,2105780.1405,2,205.539993286133
"1618",6163539.5,2105780.1405,1,468.609985351562
"1619",6163542.5,2105780.1405,1,467.859985351562
"1620",6163545.5,2105780.1405,1,467.119995117188
"1621",6163548.5,2105780.1405,1,467.119995117188
"1622",6163551.5,2105780.1405,1,465.670013427734
"1623",6163554.5,2105780.1405,1,465.239990234375
"1624",6163806.5,2105780.1405,2,419.890014648438
"1625",6164094.5,2105780.1405,1,501.260009765625
"1626",6164097.5,2105780.1405,1,501.950012207031
"1627",6165159.5,2105780.1405,2,470.239990234375
"1628",6165645.5,2105780.1405,1,462.130004882812
"1629",6166134.5,2105780.1405,3,399.170013427734
"1630",6168705.5,2105780.1405,4,340.290008544922
"1631",6169119.5,2105780.1405,1,414.831817626953
"1632",6169122.5,2105780.1405,1,414.831817626953
"1633",6169125.5,2105780.1405,1,415.109985351562
"1634",6169128.5,2105780.1405,1,414.700012207031
"1635",6169944.5,2105780.1405,2,466.230010986328
"1636",6170217.5,2105780.1405,1,469.950012207031
"1637",6171015.5,2105780.1405,3,457.559997558594
"1638",6172569.5,2105780.1405,1,336.959991455078
"1639",6172671.5,2105780.1405,1,310.739990234375
"1640",6172674.5,2105780.1405,1,310.739990234375
"1641",6172737.5,2105780.1405,3,306.410003662109
"1642",6172740.5,2105780.1405,3,306.119995117188
"1643",6172791.5,2105780.1405,1,304.329986572266
"1644",6173739.5,2105780.1405,1,405.239990234375
"1645",6174957.5,2105780.1405,3,263.019989013672
"1646",6175662.5,2105780.1405,6,231.179992675781
"1647",6175767.5,2105780.1405,4,227.940002441406
"1648",6176115.5,2105780.1405,4,231.5
"1649",6176424.5,2105780.1405,2,229.029998779297
"1650",6157083.5,2105777.1405,1,253.360000610352
"1651",6157086.5,2105777.1405,1,253.240005493164
"1652",6157197.5,2105777.1405,1,235.860000610352
"1653",6157200.5,2105777.1405,1,231.940002441406
"1654",6157203.5,2105777.1405,1,231.289993286133
"1655",6157206.5,2105777.1405,1,231.289993286133
"1656",6157284.5,2105777.1405,1,211.419998168945
"1657",6157287.5,2105777.1405,1,211.419998168945
"1658",6157521.5,2105777.1405,3,172.320007324219
"1659",6157524.5,2105777.1405,3,172.320007324219
"1660",6157527.5,2105777.1405,3,172.360000610352
"1661",6157530.5,2105777.1405,3,172.529998779297
"1662",6157704.5,2105777.1405,1,170.119995117188
"1663",6158301.5,2105777.1405,6,135.039993286133
"1664",6160161.5,2105777.1405,3,190.050003051758
"1665",6160251.5,2105777.1405,3,196.440002441406
"1666",6160254.5,2105777.1405,3,196.440002441406
"1667",6160257.5,2105777.1405,3,196.899993896484
"1668",6160530.5,2105777.1405,3,203.100006103516
"1669",6160533.5,2105777.1405,3,202.699996948242
"1670",6160536.5,2105777.1405,3,202.699996948242
"1671",6160569.5,2105777.1405,2,204.580001831055
"1672",6160572.5,2105777.1405,2,204.889999389648
"1673",6160575.5,2105777.1405,2,204.960006713867
"1674",6163557.5,2105777.1405,1,465.239990234375
"1675",6163560.5,2105777.1405,1,460.140014648438
"1676",6163563.5,2105777.1405,1,460.140014648438
"1677",6163566.5,2105777.1405,1,459.010009765625
"1678",6163569.5,2105777.1405,1,458.149993896484
"1679",6163572.5,2105777.1405,1,456.429992675781
"1680",6163806.5,2105777.1405,2,419.890014648438
"1681",6164091.5,2105777.1405,1,499.470001220703
"1682",6165159.5,2105777.1405,2,472.359985351562
"1683",6165645.5,2105777.1405,1,461.829986572266
"1684",6166134.5,2105777.1405,3,399.079986572266
"1685",6168702.5,2105777.1405,4,336.549987792969
"1686",6169101.5,2105777.1405,1,412.850006103516
"1687",6169104.5,2105777.1405,1,412.820007324219
"1688",6169107.5,2105777.1405,1,411.549987792969
"1689",6169110.5,2105777.1405,1,411.549987792969
"1690",6169113.5,2105777.1405,1,413.369995117188
"1691",6169116.5,2105777.1405,1,413.959991455078
"1692",6169944.5,2105777.1405,2,466
"1693",6170217.5,2105777.1405,1,469.470001220703
"1694",6171015.5,2105777.1405,3,457.480010986328
"1695",6172569.5,2105777.1405,1,335.109985351562
"1696",6172659.5,2105777.1405,1,311.260009765625
"1697",6172662.5,2105777.1405,1,311.260009765625
"1698",6172665.5,2105777.1405,1,311.470001220703
"1699",6172668.5,2105777.1405,1,310.760009765625
"1700",6172743.5,2105777.1405,3,305.970001220703
"1701",6172788.5,2105777.1405,1,302.809997558594
"1702",6173739.5,2105777.1405,1,405.070007324219
"1703",6174957.5,2105777.1405,3,264.959991455078
"1704",6175662.5,2105777.1405,6,231.080001831055
"1705",6175764.5,2105777.1405,4,227.600006103516
"1706",6176109.5,2105777.1405,4,231.669998168945
"1707",6176112.5,2105777.1405,4,231.509994506836
"1708",6176424.5,2105777.1405,2,228.830001831055
"1709",6157080.5,2105774.1405,1,254.050003051758
"1710",6157290.5,2105774.1405,1,208.279998779297
"1711",6157293.5,2105774.1405,1,206.440002441406
"1712",6157296.5,2105774.1405,1,206.009994506836
"1713",6157533.5,2105774.1405,3,176.022003173828
"1714",6157536.5,2105774.1405,3,175.999542236328
"1715",6157539.5,2105774.1405,3,175.935745239258
"1716",6157542.5,2105774.1405,3,175.843643188477
"1717",6157578.5,2105774.1405,3,173.160003662109
"1718",6157581.5,2105774.1405,3,172.820007324219
"1719",6157584.5,2105774.1405,3,172.789993286133
