"","easting","northing","stream_order","elevation"
"451",6166293.5,2105915.1405,3,410.350006103516
"452",6166296.5,2105915.1405,3,410.309997558594
"453",6157392.5,2105912.1405,3,200.279998779297
"454",6157689.5,2105912.1405,1,181.029998779297
"455",6158310.5,2105912.1405,6,136.820007324219
"456",6160206.5,2105912.1405,1,215.020004272461
"457",6160593.5,2105912.1405,1,219.570007324219
"458",6160740.5,2105912.1405,2,213.990005493164
"459",6161961.5,2105912.1405,1,380.940002441406
"460",6163308.5,2105912.1405,1,527.469970703125
"461",6163809.5,2105912.1405,2,425.25
"462",6165144.5,2105912.1405,2,473.570007324219
"463",6165594.5,2105912.1405,1,480.070007324219
"464",6166149.5,2105912.1405,1,422.619995117188
"465",6166278.5,2105912.1405,3,406.839996337891
"466",6166281.5,2105912.1405,3,407.339996337891
"467",6166284.5,2105912.1405,3,407.339996337891
"468",6157395.5,2105909.1405,3,199.910003662109
"469",6157689.5,2105909.1405,1,180.720001220703
"470",6158310.5,2105909.1405,6,136.710006713867
"471",6160206.5,2105909.1405,1,213.869995117188
"472",6160593.5,2105909.1405,1,219.570007324219
"473",6160734.5,2105909.1405,2,213.690002441406
"474",6160737.5,2105909.1405,2,212.960006713867
"475",6161961.5,2105909.1405,1,381.630004882812
"476",6163311.5,2105909.1405,1,526.190002441406
"477",6163809.5,2105909.1405,2,425.25
"478",6165144.5,2105909.1405,2,473.75
"479",6165591.5,2105909.1405,1,480.820007324219
"480",6166149.5,2105909.1405,1,420.709991455078
"481",6166275.5,2105909.1405,3,406.510009765625
"482",6157398.5,2105906.1405,3,197.210006713867
"483",6157689.5,2105906.1405,1,180.639999389648
"484",6158310.5,2105906.1405,6,136.710006713867
"485",6160203.5,2105906.1405,1,213.149993896484
"486",6160593.5,2105906.1405,1,219.460006713867
"487",6160731.5,2105906.1405,2,213.389999389648
"488",6161961.5,2105906.1405,1,383.089996337891
"489",6163314.5,2105906.1405,1,526.010009765625
"490",6163809.5,2105906.1405,2,425.309997558594
"491",6165147.5,2105906.1405,2,476.619995117188
"492",6165591.5,2105906.1405,1,479.320007324219
"493",6166149.5,2105906.1405,1,420.269989013672
"494",6166275.5,2105906.1405,3,406.510009765625
"495",6157401.5,2105903.1405,3,195.800003051758
"496",6157689.5,2105903.1405,1,180.350006103516
"497",6158310.5,2105903.1405,6,136.649993896484
"498",6160203.5,2105903.1405,1,212.240005493164
"499",6160590.5,2105903.1405,1,219.460006713867
"500",6160728.5,2105903.1405,2,213.779998779297
"501",6161964.5,2105903.1405,1,386.160003662109
"502",6163317.5,2105903.1405,1,525.200012207031
"503",6163809.5,2105903.1405,2,427
"504",6165147.5,2105903.1405,2,477.079986572266
"505",6165591.5,2105903.1405,1,479.109985351562
"506",6166149.5,2105903.1405,1,420.269989013672
"507",6166269.5,2105903.1405,3,407.630004882812
"508",6166272.5,2105903.1405,3,408.299987792969
"509",6168675.5,2105903.1405,4,346.670013427734
"510",6157404.5,2105900.1405,3,194.600006103516
"511",6157407.5,2105900.1405,3,194.589996337891
"512",6157689.5,2105900.1405,1,179.729995727539
"513",6158307.5,2105900.1405,6,136.699996948242
"514",6160203.5,2105900.1405,1,211.279998779297
"515",6160590.5,2105900.1405,1,219.460006713867
"516",6160722.5,2105900.1405,2,213.710006713867
"517",6160725.5,2105900.1405,2,213.330001831055
"518",6161964.5,2105900.1405,1,387.390014648438
"519",6163320.5,2105900.1405,1,524.409973144531
"520",6163812.5,2105900.1405,2,426.820007324219
"521",6165150.5,2105900.1405,2,477.309997558594
"522",6165588.5,2105900.1405,1,479.299987792969
"523",6166149.5,2105900.1405,1,419.880004882812
"524",6166263.5,2105900.1405,3,406.079986572266
"525",6166266.5,2105900.1405,3,407.359985351562
"526",6168678.5,2105900.1405,4,346.670013427734
"527",6157410.5,2105897.1405,3,193.039993286133
"528",6157689.5,2105897.1405,1,179.729995727539
"529",6158307.5,2105897.1405,6,136.639999389648
"530",6160200.5,2105897.1405,1,211.279998779297
"531",6160590.5,2105897.1405,1,219.009994506836
"532",6160719.5,2105897.1405,2,213.529998779297
"533",6161964.5,2105897.1405,1,391.839996337891
"534",6163323.5,2105897.1405,1,523.919982910156
"535",6163812.5,2105897.1405,2,426.339996337891
"536",6165150.5,2105897.1405,2,477.440002441406
"537",6165588.5,2105897.1405,1,478.5
"538",6166152.5,2105897.1405,1,419.880004882812
"539",6166260.5,2105897.1405,3,405.359985351562
"540",6168681.5,2105897.1405,4,346.920013427734
"541",6157413.5,2105894.1405,3,190.460006713867
"542",6157689.5,2105894.1405,1,182.190002441406
"543",6158307.5,2105894.1405,6,136.580001831055
"544",6160200.5,2105894.1405,1,209.949996948242
"545",6160590.5,2105894.1405,1,217.020004272461
"546",6160716.5,2105894.1405,2,213.529998779297
"547",6161967.5,2105894.1405,1,391
"548",6163326.5,2105894.1405,1,521.429992675781
"549",6163812.5,2105894.1405,2,426.329986572266
"550",6165150.5,2105894.1405,2,476.869995117188
"551",6165588.5,2105894.1405,1,478.140014648438
"552",6166152.5,2105894.1405,1,420.070007324219
"553",6166257.5,2105894.1405,3,405.359985351562
"554",6168684.5,2105894.1405,4,346.959991455078
"555",6157416.5,2105891.1405,3,190.270004272461
"556",6157692.5,2105891.1405,1,179.789993286133
"557",6158307.5,2105891.1405,6,136.580001831055
"558",6160200.5,2105891.1405,1,209.229995727539
"559",6160587.5,2105891.1405,1,216.509994506836
"560",6160713.5,2105891.1405,2,213.649993896484
"561",6161967.5,2105891.1405,1,391.700012207031
