"","X1","easting","northing","stream_order","elevation"
"69",291,6157275.5,2105939.1405,3,200.449996948242
"70",292,6157278.5,2105939.1405,3,200.449996948242
"71",293,6157302.5,2105939.1405,3,195.559997558594
"72",294,6157305.5,2105939.1405,3,194.869995117188
"73",295,6157308.5,2105939.1405,3,194.210006713867
"74",296,6157311.5,2105939.1405,3,194.210006713867
"75",297,6157314.5,2105939.1405,3,194.199996948242
"76",298,6157317.5,2105939.1405,3,192.589996337891
"77",299,6157320.5,2105939.1405,3,192.589996337891
"78",300,6157323.5,2105939.1405,3,192.449996948242
"79",301,6157326.5,2105939.1405,3,192.449996948242
"80",302,6157329.5,2105939.1405,3,192.130004882812
"81",303,6157332.5,2105939.1405,3,198.130004882812
"82",304,6157335.5,2105939.1405,3,198.130004882812
"83",305,6157338.5,2105939.1405,3,199.270004272461
"84",306,6157341.5,2105939.1405,3,201.139999389648
"85",307,6157344.5,2105939.1405,3,203.779998779297
"86",308,6157347.5,2105939.1405,3,203.779998779297
"87",309,6157350.5,2105939.1405,3,205.580001831055
"88",310,6157353.5,2105939.1405,3,205.279998779297
"89",311,6157356.5,2105939.1405,3,205.210006713867
"90",312,6157359.5,2105939.1405,3,204.570007324219
"91",315,6158322.5,2105939.1405,6,137.559997558594
"92",332,6157281.5,2105936.1405,3,199.460006713867
"93",333,6157284.5,2105936.1405,3,197.970001220703
"94",334,6157287.5,2105936.1405,3,197.410003662109
"95",335,6157290.5,2105936.1405,3,197.309997558594
"96",336,6157293.5,2105936.1405,3,197.020004272461
"97",337,6157296.5,2105936.1405,3,197.020004272461
"98",338,6157299.5,2105936.1405,3,196.479995727539
"99",339,6157362.5,2105936.1405,3,203.460006713867
"100",340,6157365.5,2105936.1405,3,203.520004272461
"101",342,6158322.5,2105936.1405,6,137.589996337891
"102",360,6157368.5,2105933.1405,3,203.520004272461
"103",361,6157371.5,2105933.1405,3,203.570007324219
"104",363,6158319.5,2105933.1405,6,137.509994506836
"105",374,6166305.5,2105933.1405,3,411.339996337891
"106",375,6157374.5,2105930.1405,3,203.889999389648
"107",377,6158319.5,2105930.1405,6,137.419998168945
"108",386,6166302.5,2105930.1405,3,411.299987792969
"109",387,6157377.5,2105927.1405,3,203.410003662109
"110",389,6158316.5,2105927.1405,6,137.580001831055
"111",398,6166302.5,2105927.1405,3,411.209991455078
"112",399,6157380.5,2105924.1405,3,202.880004882812
"113",401,6158316.5,2105924.1405,6,137.279998779297
"114",410,6166302.5,2105924.1405,3,410.910003662109
"115",411,6157383.5,2105921.1405,3,202.330001831055
"116",413,6158316.5,2105921.1405,6,136.970001220703
"117",423,6166302.5,2105921.1405,3,410.570007324219
"118",424,6157386.5,2105918.1405,3,201.580001831055
"119",426,6158313.5,2105918.1405,6,137.029998779297
"120",435,6166299.5,2105918.1405,3,410.5
"121",436,6166302.5,2105918.1405,3,410.519989013672
"122",437,6157389.5,2105915.1405,3,200.389999389648
"123",439,6158313.5,2105915.1405,6,136.820007324219
"124",449,6166287.5,2105915.1405,3,408.779998779297
"125",450,6166290.5,2105915.1405,3,410.519989013672
"126",451,6166293.5,2105915.1405,3,410.350006103516
"127",452,6166296.5,2105915.1405,3,410.309997558594
"128",453,6157392.5,2105912.1405,3,200.279998779297
"129",455,6158310.5,2105912.1405,6,136.820007324219
"130",465,6166278.5,2105912.1405,3,406.839996337891
"131",466,6166281.5,2105912.1405,3,407.339996337891
"132",467,6166284.5,2105912.1405,3,407.339996337891
"133",468,6157395.5,2105909.1405,3,199.910003662109
"134",470,6158310.5,2105909.1405,6,136.710006713867
"135",481,6166275.5,2105909.1405,3,406.510009765625
"136",482,6157398.5,2105906.1405,3,197.210006713867
"137",484,6158310.5,2105906.1405,6,136.710006713867
"138",494,6166275.5,2105906.1405,3,406.510009765625
"139",495,6157401.5,2105903.1405,3,195.800003051758
"140",497,6158310.5,2105903.1405,6,136.649993896484
"141",507,6166269.5,2105903.1405,3,407.630004882812
"142",508,6166272.5,2105903.1405,3,408.299987792969
"143",509,6168675.5,2105903.1405,4,346.670013427734
"144",510,6157404.5,2105900.1405,3,194.600006103516
"145",511,6157407.5,2105900.1405,3,194.589996337891
"146",513,6158307.5,2105900.1405,6,136.699996948242
"147",524,6166263.5,2105900.1405,3,406.079986572266
"148",525,6166266.5,2105900.1405,3,407.359985351562
"149",526,6168678.5,2105900.1405,4,346.670013427734
"150",527,6157410.5,2105897.1405,3,193.039993286133
"151",529,6158307.5,2105897.1405,6,136.639999389648
"152",539,6166260.5,2105897.1405,3,405.359985351562
"153",540,6168681.5,2105897.1405,4,346.920013427734
"154",541,6157413.5,2105894.1405,3,190.460006713867
"155",543,6158307.5,2105894.1405,6,136.580001831055
"156",553,6166257.5,2105894.1405,3,405.359985351562
"157",554,6168684.5,2105894.1405,4,346.959991455078
"158",555,6157416.5,2105891.1405,3,190.270004272461
"159",557,6158307.5,2105891.1405,6,136.580001831055
"160",567,6166254.5,2105891.1405,3,406.709991455078
"161",568,6168684.5,2105891.1405,4,346.510009765625
"162",569,6157419.5,2105888.1405,3,187.25
"163",570,6157422.5,2105888.1405,3,188.100006103516
"164",572,6158307.5,2105888.1405,6,136.600006103516
"165",582,6166251.5,2105888.1405,3,412.269989013672
"166",583,6168687.5,2105888.1405,4,345.970001220703
"167",585,6157425.5,2105885.1405,3,191.583221435547
"168",587,6158304.5,2105885.1405,6,136.610000610352
"169",597,6166251.5,2105885.1405,3,411.600006103516
"170",598,6168687.5,2105885.1405,4,345.380004882812
"171",601,6157428.5,2105882.1405,3,180.899993896484
"172",603,6158304.5,2105882.1405,6,136.529998779297
"173",613,6166248.5,2105882.1405,3,411
"174",614,6168690.5,2105882.1405,4,344.390014648438
"175",617,6157431.5,2105879.1405,3,180.630004882812
"176",619,6158304.5,2105879.1405,6,136.5
"177",629,6166248.5,2105879.1405,3,409.980010986328
"178",630,6168690.5,2105879.1405,4,344.390014648438
"179",633,6157431.5,2105876.1405,3,180.630004882812
"180",635,6158304.5,2105876.1405,6,136.5
"181",646,6166245.5,2105876.1405,3,409.980010986328
"182",647,6168693.5,2105876.1405,4,343.950012207031
"183",650,6157434.5,2105873.1405,3,180.600006103516
"184",652,6158304.5,2105873.1405,6,136.460006713867
"185",662,6166245.5,2105873.1405,3,409.609985351562
"186",663,6168693.5,2105873.1405,4,344.299987792969
"187",667,6171018.5,2105873.1405,3,475.420013427734
"188",668,6157434.5,2105870.1405,3,181.820007324219
"189",670,6158304.5,2105870.1405,6,136.460006713867
"190",680,6166245.5,2105870.1405,3,408.829986572266
"191",681,6168696.5,2105870.1405,4,344.059997558594
"192",684,6171018.5,2105870.1405,3,474.369995117188
"193",685,6157437.5,2105867.1405,3,183.229995727539
"194",687,6158301.5,2105867.1405,6,136.460006713867
"195",697,6166245.5,2105867.1405,3,408.679992675781
"196",698,6168696.5,2105867.1405,4,343.859985351562
"197",702,6171018.5,2105867.1405,3,474.369995117188
"198",703,6157437.5,2105864.1405,3,183.690002441406
"199",705,6158301.5,2105864.1405,6,136.309997558594
"200",715,6166245.5,2105864.1405,3,407.359985351562
"201",716,6168699.5,2105864.1405,4,342.959991455078
"202",719,6171018.5,2105864.1405,3,474.429992675781
"203",720,6157440.5,2105861.1405,3,183.690002441406
"204",722,6158301.5,2105861.1405,6,136.309997558594
"205",732,6166245.5,2105861.1405,3,405.220001220703
"206",733,6168699.5,2105861.1405,4,342.779998779297
"207",736,6171018.5,2105861.1405,3,472.649993896484
"208",737,6157443.5,2105858.1405,3,187.102935791016
"209",739,6158301.5,2105858.1405,6,136.309997558594
"210",749,6166245.5,2105858.1405,3,404.299987792969
"211",750,6168702.5,2105858.1405,4,342.690002441406
"212",753,6171021.5,2105858.1405,3,472.089996337891
"213",755,6157446.5,2105855.1405,3,182.279998779297
"214",757,6158301.5,2105855.1405,6,136.449996948242
"215",767,6166245.5,2105855.1405,3,404.299987792969
"216",768,6168702.5,2105855.1405,4,342.920013427734
"217",771,6171021.5,2105855.1405,3,471.429992675781
"218",775,6172677.5,2105855.1405,3,310.369995117188
"219",776,6157446.5,2105852.1405,3,182.279998779297
"220",778,6158301.5,2105852.1405,6,136.509994506836
"221",788,6166245.5,2105852.1405,3,404.299987792969
"222",789,6168702.5,2105852.1405,4,342.940002441406
"223",792,6171021.5,2105852.1405,3,471.429992675781
"224",795,6172680.5,2105852.1405,3,309.869995117188
"225",797,6157449.5,2105849.1405,3,182.039993286133
"226",799,6158301.5,2105849.1405,6,136.300003051758
"227",809,6166245.5,2105849.1405,3,405.529998779297
"228",810,6168705.5,2105849.1405,4,351.334503173828
"229",813,6171021.5,2105849.1405,3,470.170013427734
"230",817,6172680.5,2105849.1405,3,309.609985351562
"231",820,6157452.5,2105846.1405,3,182.559997558594
"232",822,6158298.5,2105846.1405,6,136.570007324219
"233",834,6166245.5,2105846.1405,3,409.410003662109
"234",835,6168705.5,2105846.1405,4,344.029998779297
"235",838,6171021.5,2105846.1405,3,469.549987792969
"236",841,6172683.5,2105846.1405,3,309.190002441406
"237",843,6157455.5,2105843.1405,3,183.070007324219
"238",845,6158298.5,2105843.1405,6,136.440002441406
"239",861,6166245.5,2105843.1405,3,409.119995117188
"240",862,6168708.5,2105843.1405,4,342.690002441406
"241",865,6171021.5,2105843.1405,3,469.549987792969
"242",876,6172686.5,2105843.1405,3,308.959991455078
"243",879,6157458.5,2105840.1405,3,182.860000610352
"244",881,6158298.5,2105840.1405,6,136.440002441406
"245",895,6166242.5,2105840.1405,3,407.75
"246",896,6168708.5,2105840.1405,4,342.690002441406
"247",899,6171024.5,2105840.1405,3,469.549987792969
"248",914,6172689.5,2105840.1405,3,308.209991455078
"249",917,6157458.5,2105837.1405,3,180.369995117188
"250",919,6158298.5,2105837.1405,6,136
"251",932,6166242.5,2105837.1405,3,407.019989013672
"252",933,6168708.5,2105837.1405,4,342.049987792969
"253",936,6171024.5,2105837.1405,3,468.279998779297
"254",948,6172689.5,2105837.1405,3,307.940002441406
"255",952,6157461.5,2105834.1405,3,176.869995117188
"256",954,6158298.5,2105834.1405,6,135.729995727539
"257",963,6166242.5,2105834.1405,3,405.980010986328
"258",964,6168708.5,2105834.1405,4,341.859985351562
"259",967,6171024.5,2105834.1405,3,466.220001220703
"260",996,6172692.5,2105834.1405,3,307.829986572266
"261",1000,6157464.5,2105831.1405,3,176.539993286133
"262",1002,6158298.5,2105831.1405,6,135.729995727539
"263",1012,6166242.5,2105831.1405,3,406.029998779297
"264",1013,6168711.5,2105831.1405,4,341.709991455078
"265",1016,6171021.5,2105831.1405,3,466.190002441406
"266",1018,6172695.5,2105831.1405,3,307.829986572266
"267",1021,6157467.5,2105828.1405,3,176.539993286133
"268",1023,6158298.5,2105828.1405,6,135.619995117188
"269",1033,6166239.5,2105828.1405,3,404.309997558594
"270",1034,6168711.5,2105828.1405,4,341.790008544922
"271",1037,6171021.5,2105828.1405,3,466.190002441406
"272",1039,6172695.5,2105828.1405,3,307.950012207031
"273",1042,6157470.5,2105825.1405,3,180.619995117188
"274",1044,6158298.5,2105825.1405,6,135.559997558594
"275",1055,6166170.5,2105825.1405,3,401.980010986328
"276",1056,6166173.5,2105825.1405,3,401.690002441406
"277",1057,6166176.5,2105825.1405,3,401.690002441406
"278",1058,6166179.5,2105825.1405,3,401.690002441406
"279",1059,6166182.5,2105825.1405,3,401.690002441406
"280",1060,6166185.5,2105825.1405,3,406.269989013672
"281",1061,6166188.5,2105825.1405,3,407.809997558594
"282",1062,6166191.5,2105825.1405,3,407.809997558594
"283",1063,6166194.5,2105825.1405,3,409.790008544922
"284",1064,6166197.5,2105825.1405,3,410
"285",1065,6166200.5,2105825.1405,3,412.209991455078
"286",1066,6166203.5,2105825.1405,3,413.220001220703
"287",1067,6166206.5,2105825.1405,3,413.329986572266
"288",1068,6166209.5,2105825.1405,3,413.320007324219
"289",1069,6166212.5,2105825.1405,3,413.320007324219
"290",1070,6166215.5,2105825.1405,3,413.320007324219
"291",1071,6166218.5,2105825.1405,3,412.880004882812
"292",1072,6166236.5,2105825.1405,3,404.010009765625
"293",1073,6168711.5,2105825.1405,4,342.769989013672
"294",1076,6171021.5,2105825.1405,3,470.698883056641
"295",1078,6172698.5,2105825.1405,3,308.070007324219
"296",1082,6174936.5,2105825.1405,3,265.160003662109
"297",1083,6174939.5,2105825.1405,3,265.160003662109
"298",1084,6157473.5,2105822.1405,3,174.869995117188
"299",1086,6158298.5,2105822.1405,6,135.559997558594
"300",1096,6166161.5,2105822.1405,3,407.059997558594
"301",1097,6166164.5,2105822.1405,3,408.210845947266
"302",1098,6166167.5,2105822.1405,3,408.257659912109
"303",1099,6166221.5,2105822.1405,3,411.549987792969
"304",1100,6166224.5,2105822.1405,3,411.170013427734
"305",1101,6166233.5,2105822.1405,3,403.519989013672
"306",1102,6168711.5,2105822.1405,4,343.940002441406
"307",1106,6171021.5,2105822.1405,3,470.543487548828
"308",1108,6172701.5,2105822.1405,3,308.529998779297
"309",1111,6174942.5,2105822.1405,3,265.369995117188
"310",1112,6157476.5,2105819.1405,3,174.589996337891
"311",1114,6158298.5,2105819.1405,6,135.600006103516
"312",1125,6166155.5,2105819.1405,3,404.070007324219
"313",1126,6166158.5,2105819.1405,3,405.390014648438
"314",1127,6166227.5,2105819.1405,3,409.779998779297
"315",1128,6166230.5,2105819.1405,3,402.920013427734
"316",1129,6168714.5,2105819.1405,4,345.690002441406
"317",1133,6171021.5,2105819.1405,3,470.2919921875
"318",1135,6172701.5,2105819.1405,3,308.529998779297
"319",1138,6174945.5,2105819.1405,3,265
"320",1139,6157479.5,2105816.1405,3,175.160003662109
"321",1141,6158298.5,2105816.1405,6,135.679992675781
"322",1153,6166149.5,2105816.1405,3,400.220001220703
"323",1154,6166152.5,2105816.1405,3,400.320007324219
"324",1155,6168714.5,2105816.1405,4,348.390808105469
"325",1159,6171021.5,2105816.1405,3,470.009552001953
"326",1161,6172704.5,2105816.1405,3,308.529998779297
"327",1166,6174948.5,2105816.1405,3,264.609985351562
"328",1167,6175677.5,2105816.1405,6,231.330001831055
"329",1168,6175797.5,2105816.1405,4,230.919998168945
"330",1169,6157482.5,2105813.1405,3,175.270004272461
"331",1171,6158298.5,2105813.1405,6,135.809997558594
"332",1181,6168714.5,2105813.1405,4,348.345520019531
"333",1185,6171021.5,2105813.1405,3,469.700286865234
"334",1187,6172707.5,2105813.1405,3,308.549987792969
"335",1191,6174948.5,2105813.1405,3,264.609985351562
"336",1192,6175677.5,2105813.1405,6,231.410003662109
"337",1193,6175794.5,2105813.1405,4,231.179992675781
"338",1194,6157485.5,2105810.1405,3,175.270004272461
"339",1196,6158298.5,2105810.1405,6,135.869995117188
"340",1208,6168714.5,2105810.1405,4,348.275268554688
"341",1212,6171021.5,2105810.1405,3,469.308654785156
"342",1214,6172707.5,2105810.1405,3,308.269989013672
"343",1218,6174948.5,2105810.1405,3,266.540008544922
"344",1219,6175674.5,2105810.1405,6,231.410003662109
"345",1220,6175791.5,2105810.1405,4,231.580001831055
"346",1221,6176148.5,2105810.1405,4,231.399993896484
"347",1222,6157488.5,2105807.1405,3,174.759994506836
"348",1224,6158298.5,2105807.1405,6,135.869995117188
"349",1233,6166143.5,2105807.1405,3,399.290008544922
"350",1234,6168711.5,2105807.1405,4,349.035064697266
"351",1239,6171021.5,2105807.1405,3,469.308654785156
"352",1241,6172710.5,2105807.1405,3,307.549987792969
"353",1245,6174951.5,2105807.1405,3,264.609985351562
"354",1246,6175674.5,2105807.1405,6,231.410003662109
"355",1247,6175791.5,2105807.1405,4,231.580001831055
"356",1248,6176145.5,2105807.1405,4,231.360000610352
"357",1250,6157491.5,2105804.1405,3,175.369995117188
"358",1252,6158298.5,2105804.1405,6,135.830001831055
"359",1263,6166143.5,2105804.1405,3,399.290008544922
"360",1264,6168711.5,2105804.1405,4,348.987731933594
"361",1269,6171018.5,2105804.1405,3,468.570343017578
"362",1271,6172713.5,2105804.1405,3,307.549987792969
"363",1274,6174951.5,2105804.1405,3,265.739990234375
"364",1275,6175671.5,2105804.1405,6,231.350006103516
"365",1276,6175788.5,2105804.1405,4,232.020004272461
"366",1277,6176142.5,2105804.1405,4,231.279998779297
"367",1279,6157494.5,2105801.1405,3,177.160003662109
"368",1281,6158298.5,2105801.1405,6,135.850006103516
"369",1291,6166140.5,2105801.1405,3,399.290008544922
"370",1292,6168711.5,2105801.1405,4,354.029998779297
"371",1297,6171018.5,2105801.1405,3,458.290008544922
"372",1299,6172716.5,2105801.1405,3,307.970001220703
"373",1303,6174954.5,2105801.1405,3,265.160003662109
"374",1304,6175671.5,2105801.1405,6,231.259994506836
"375",1305,6175785.5,2105801.1405,4,232.050003051758
"376",1306,6176139.5,2105801.1405,4,231.279998779297
"377",1308,6157497.5,2105798.1405,3,178.770004272461
"378",1310,6158301.5,2105798.1405,6,135.050003051758
"379",1322,6166140.5,2105798.1405,3,399.429992675781
"380",1323,6168711.5,2105798.1405,4,349.510009765625
"381",1328,6171018.5,2105798.1405,3,457.410003662109
"382",1331,6172719.5,2105798.1405,3,307.589996337891
"383",1334,6174954.5,2105798.1405,3,265.589996337891
"384",1335,6175671.5,2105798.1405,6,231.139999389648
"385",1336,6175782.5,2105798.1405,4,232.320007324219
"386",1337,6176133.5,2105798.1405,4,231.619995117188
"387",1338,6176136.5,2105798.1405,4,231.259994506836
"388",1349,6157500.5,2105795.1405,3,180.410003662109
"389",1351,6158301.5,2105795.1405,6,135.020004272461
"390",1362,6166137.5,2105795.1405,3,399.320007324219
"391",1363,6168711.5,2105795.1405,4,345.600006103516
"392",1367,6171018.5,2105795.1405,3,457.410003662109
"393",1372,6172722.5,2105795.1405,3,306.209991455078
"394",1375,6174957.5,2105795.1405,3,264.920013427734
"395",1376,6175668.5,2105795.1405,6,231.139999389648
"396",1377,6175779.5,2105795.1405,4,229.520004272461
"397",1378,6176130.5,2105795.1405,4,231.929992675781
"398",1391,6157503.5,2105792.1405,3,179.770004272461
"399",1393,6158301.5,2105792.1405,6,135.080001831055
"400",1404,6166137.5,2105792.1405,3,399.320007324219
"401",1405,6168711.5,2105792.1405,4,343.559997558594
"402",1410,6171015.5,2105792.1405,3,457.410003662109
"403",1417,6172725.5,2105792.1405,3,305.760009765625
"404",1420,6174957.5,2105792.1405,3,263.140014648438
"405",1421,6175668.5,2105792.1405,6,231.110000610352
"406",1422,6175776.5,2105792.1405,4,230.110000610352
"407",1423,6176127.5,2105792.1405,4,231.380004882812
"408",1440,6157506.5,2105789.1405,3,178.179992675781
"409",1442,6158301.5,2105789.1405,6,134.910003662109
"410",1444,6160182.5,2105789.1405,3,195.889999389648
"411",1445,6160185.5,2105789.1405,3,195.889999389648
"412",1446,6160188.5,2105789.1405,3,197.029998779297
"413",1447,6160191.5,2105789.1405,3,198.330001831055
"414",1448,6160194.5,2105789.1405,3,198.960006713867
"415",1449,6160197.5,2105789.1405,3,199.970001220703
"416",1450,6160200.5,2105789.1405,3,201.029998779297
"417",1451,6160203.5,2105789.1405,3,201.910003662109
"418",1452,6160206.5,2105789.1405,3,203.110000610352
"419",1453,6160209.5,2105789.1405,3,203.759994506836
"420",1454,6160212.5,2105789.1405,3,204.720001220703
"421",1455,6160215.5,2105789.1405,3,205.669998168945
"422",1468,6166137.5,2105789.1405,3,399.369995117188
"423",1469,6168708.5,2105789.1405,4,343.559997558594
"424",1473,6171015.5,2105789.1405,3,457.769989013672
"425",1481,6172728.5,2105789.1405,3,305.760009765625
"426",1484,6174957.5,2105789.1405,3,263.140014648438
"427",1485,6175665.5,2105789.1405,6,231.279998779297
"428",1486,6175773.5,2105789.1405,4,228.710006713867
"429",1487,6176124.5,2105789.1405,4,231.380004882812
"430",1498,6157509.5,2105786.1405,3,178.179992675781
"431",1500,6158301.5,2105786.1405,6,135
"432",1502,6160176.5,2105786.1405,3,194.970001220703
"433",1503,6160179.5,2105786.1405,3,195.740005493164
"434",1504,6160218.5,2105786.1405,3,205.210006713867
"435",1505,6160221.5,2105786.1405,3,205.210006713867
"436",1506,6160224.5,2105786.1405,3,204.520004272461
"437",1507,6160227.5,2105786.1405,3,204.550003051758
"438",1521,6166134.5,2105786.1405,3,399.290008544922
"439",1522,6168708.5,2105786.1405,4,339.109985351562
"440",1527,6171015.5,2105786.1405,3,457.559997558594
"441",1533,6172731.5,2105786.1405,3,305.890014648438
"442",1536,6174957.5,2105786.1405,3,263.290008544922
"443",1537,6175665.5,2105786.1405,6,231.190002441406
"444",1538,6175773.5,2105786.1405,4,229.570007324219
"445",1539,6176121.5,2105786.1405,4,231.429992675781
"446",1551,6157512.5,2105783.1405,3,176.987243652344
"447",1553,6158301.5,2105783.1405,6,134.960006713867
"448",1555,6160173.5,2105783.1405,3,193.380004882812
"449",1556,6160230.5,2105783.1405,3,203.080001831055
"450",1557,6160233.5,2105783.1405,3,202.009994506836
"451",1558,6160236.5,2105783.1405,3,201.740005493164
"452",1559,6160239.5,2105783.1405,3,200.589996337891
"453",1573,6166134.5,2105783.1405,3,399.290008544922
"454",1574,6168705.5,2105783.1405,4,341.149993896484
"455",1579,6171015.5,2105783.1405,3,457.559997558594
"456",1584,6172734.5,2105783.1405,3,306.059997558594
"457",1587,6174957.5,2105783.1405,3,264.660003662109
"458",1588,6175665.5,2105783.1405,6,231.139999389648
"459",1589,6175770.5,2105783.1405,4,228.479995727539
"460",1590,6176118.5,2105783.1405,4,231.460006713867
"461",1599,6157515.5,2105780.1405,3,173.160003662109
"462",1600,6157518.5,2105780.1405,3,172.320007324219
"463",1602,6158301.5,2105780.1405,6,134.960006713867
"464",1603,6160164.5,2105780.1405,3,190.559997558594
"465",1604,6160167.5,2105780.1405,3,191.369995117188
"466",1605,6160242.5,2105780.1405,3,197.929992675781
"467",1606,6160245.5,2105780.1405,3,197.929992675781
"468",1607,6160248.5,2105780.1405,3,197.919998168945
"469",1608,6160539.5,2105780.1405,3,204.220001220703
"470",1609,6160542.5,2105780.1405,3,203.929992675781
"471",1610,6160545.5,2105780.1405,3,203.350006103516
"472",1611,6160548.5,2105780.1405,3,203.809997558594
"473",1612,6160551.5,2105780.1405,3,203.869995117188
"474",1613,6160554.5,2105780.1405,3,204.240005493164
"475",1614,6160557.5,2105780.1405,3,204.669998168945
"476",1615,6160560.5,2105780.1405,3,205.259994506836
"477",1629,6166134.5,2105780.1405,3,399.170013427734
"478",1630,6168705.5,2105780.1405,4,340.290008544922
"479",1637,6171015.5,2105780.1405,3,457.559997558594
"480",1641,6172737.5,2105780.1405,3,306.410003662109
"481",1642,6172740.5,2105780.1405,3,306.119995117188
"482",1645,6174957.5,2105780.1405,3,263.019989013672
"483",1646,6175662.5,2105780.1405,6,231.179992675781
"484",1647,6175767.5,2105780.1405,4,227.940002441406
"485",1648,6176115.5,2105780.1405,4,231.5
"486",1658,6157521.5,2105777.1405,3,172.320007324219
"487",1659,6157524.5,2105777.1405,3,172.320007324219
"488",1660,6157527.5,2105777.1405,3,172.360000610352
"489",1661,6157530.5,2105777.1405,3,172.529998779297
"490",1663,6158301.5,2105777.1405,6,135.039993286133
"491",1664,6160161.5,2105777.1405,3,190.050003051758
"492",1665,6160251.5,2105777.1405,3,196.440002441406
"493",1666,6160254.5,2105777.1405,3,196.440002441406
"494",1667,6160257.5,2105777.1405,3,196.899993896484
"495",1668,6160530.5,2105777.1405,3,203.100006103516
"496",1669,6160533.5,2105777.1405,3,202.699996948242
"497",1670,6160536.5,2105777.1405,3,202.699996948242
"498",1684,6166134.5,2105777.1405,3,399.079986572266
"499",1685,6168702.5,2105777.1405,4,336.549987792969
"500",1694,6171015.5,2105777.1405,3,457.480010986328
"501",1700,6172743.5,2105777.1405,3,305.970001220703
"502",1703,6174957.5,2105777.1405,3,264.959991455078
"503",1704,6175662.5,2105777.1405,6,231.080001831055
"504",1705,6175764.5,2105777.1405,4,227.600006103516
"505",1706,6176109.5,2105777.1405,4,231.669998168945
"506",1707,6176112.5,2105777.1405,4,231.509994506836
"507",1713,6157533.5,2105774.1405,3,176.022003173828
"508",1714,6157536.5,2105774.1405,3,175.999542236328
"509",1715,6157539.5,2105774.1405,3,175.935745239258
"510",1716,6157542.5,2105774.1405,3,175.843643188477
"511",1717,6157578.5,2105774.1405,3,173.160003662109
"512",1718,6157581.5,2105774.1405,3,172.820007324219
"513",1719,6157584.5,2105774.1405,3,172.789993286133
"514",1720,6157587.5,2105774.1405,3,172.649993896484
"515",1721,6157590.5,2105774.1405,3,172.649993896484
"516",1722,6157593.5,2105774.1405,3,172.649993896484
"517",1723,6157596.5,2105774.1405,3,171.300003051758
"518",1724,6157599.5,2105774.1405,3,171.070007324219
"519",1725,6157602.5,2105774.1405,3,171.199996948242
"520",1727,6158301.5,2105774.1405,6,135.199996948242
"521",1728,6160158.5,2105774.1405,3,189.309997558594
"522",1729,6160260.5,2105774.1405,3,196.220001220703
"523",1730,6160263.5,2105774.1405,3,195.919998168945
"524",1731,6160266.5,2105774.1405,3,195.899993896484
"525",1732,6160524.5,2105774.1405,3,201.100006103516
"526",1733,6160527.5,2105774.1405,3,201.440002441406
"527",1746,6166134.5,2105774.1405,3,399.079986572266
"528",1747,6168699.5,2105774.1405,4,334.940002441406
"529",1754,6171015.5,2105774.1405,3,457.470001220703
"530",1761,6172746.5,2105774.1405,3,305.970001220703
"531",1764,6174960.5,2105774.1405,3,264.959991455078
"532",1765,6175662.5,2105774.1405,6,231.009994506836
"533",1766,6175761.5,2105774.1405,4,227.610000610352
"534",1767,6176106.5,2105774.1405,4,231.649993896484
"535",1774,6157545.5,2105771.1405,3,175.736236572266
"536",1775,6157548.5,2105771.1405,3,175.618133544922
"537",1776,6157551.5,2105771.1405,3,174.559997558594
"538",1777,6157554.5,2105771.1405,3,174.440002441406
"539",1778,6157557.5,2105771.1405,3,174.440002441406
"540",1779,6157560.5,2105771.1405,3,174.130004882812
"541",1780,6157563.5,2105771.1405,3,174.130004882812
"542",1781,6157566.5,2105771.1405,3,173.679992675781
"543",1782,6157569.5,2105771.1405,3,173.449996948242
"544",1783,6157572.5,2105771.1405,3,173.449996948242
"545",1784,6157575.5,2105771.1405,3,173.160003662109
"546",1785,6157605.5,2105771.1405,3,171.270004272461
"547",1786,6157608.5,2105771.1405,3,172.020004272461
"548",1787,6157611.5,2105771.1405,3,171.979995727539
"549",1788,6157614.5,2105771.1405,3,171.169998168945
"550",1789,6157617.5,2105771.1405,3,170.869995117188
"551",1790,6157620.5,2105771.1405,3,170.759994506836
"552",1792,6158301.5,2105771.1405,6,135.199996948242
"553",1793,6160152.5,2105771.1405,3,188.949996948242
"554",1794,6160155.5,2105771.1405,3,188.839996337891
"555",1795,6160269.5,2105771.1405,3,195.899993896484
"556",1796,6160272.5,2105771.1405,3,195.570007324219
"557",1797,6160275.5,2105771.1405,3,195.710006713867
"558",1798,6160515.5,2105771.1405,3,200.860000610352
"559",1799,6160518.5,2105771.1405,3,201.029998779297
"560",1800,6160521.5,2105771.1405,3,201.240005493164
"561",1813,6166134.5,2105771.1405,3,399.079986572266
"562",1814,6168699.5,2105771.1405,4,334.940002441406
"563",1848,6171015.5,2105771.1405,3,457.470001220703
"564",1854,6172749.5,2105771.1405,3,305.769989013672
"565",1857,6174960.5,2105771.1405,3,264.959991455078
"566",1858,6175659.5,2105771.1405,6,231.020004272461
"567",1859,6175758.5,2105771.1405,4,227.520004272461
"568",1860,6176103.5,2105771.1405,4,231.779998779297
"569",1868,6157623.5,2105768.1405,3,170.759994506836
"570",1869,6157626.5,2105768.1405,3,170.759994506836
"571",1870,6157629.5,2105768.1405,3,170.169998168945
"572",1871,6157632.5,2105768.1405,3,169.940002441406
"573",1873,6158301.5,2105768.1405,6,134.860000610352
"574",1874,6160149.5,2105768.1405,3,188.600006103516
"575",1875,6160278.5,2105768.1405,3,194.619995117188
